206,甘肃,武威,37560000,102390000,武威,0
207,甘肃,平凉,35320000,106400000,平凉,0
208,甘肃,陇南,33400800,104922100,陇南,0
209,甘肃,临夏,35370000,103120000,临夏,0
210,甘肃,甘南,34983310,102911300,甘南,0
211,四川,成都,30400000,104040000,成都,8
212,四川,德阳,31090000,104220000,德阳,0
213,四川,攀枝花,26340000,101430000,攀枝,0
214,四川,自贡,29230000,104460000,自贡,0
215,四川,绵阳,31300000,104420000,绵阳,0
216,四川,广安,30455880,106633300,广安,0
217,四川,泸州,28540000,105240000,泸州,0
218,四川,宜宾,28470000,104340000,宜宾,0
219,四川,资阳,30090000,104380000,资阳,0
220,四川,遂宁,30310000,105330000,遂宁,0
221,四川,南充,30490000,106040000,南充,0
222,四川,眉山,30075310,103848500,眉山,0
223,四川,雅安,29590000,102590000,雅安,0
224,四川,巴中,31510000,106430000,巴中,0
225,四川,达州,31209420,107468000,达州,0
226,四川,内江,29360000,105020000,内江,0
227,四川,乐山,29360000,103440000,乐山,0
228,四川,广元,32280000,105510000,广元,0
229,四川,阿坝,31899300,102224800,阿坝,0
230,四川,甘孜,30049460,101962370,甘孜,0
231,四川,凉山,27881740,102266980,凉山,0
232,福建,福州,26050000,119180000,福州,0
233,福建,莆田,24260000,119010000,莆田,0
234,福建,南平,26380000,118100000,南平,0
235,福建,龙岩,25060000,117010000,龙岩,0
236,福建,厦门,24270000,118060000,厦门,0
237,福建,宁德,26390000,119310000,宁德,0
238,福建,泉州,24560000,118360000,泉州,0
239,福建,漳州,24310000,117390000,漳州,0
240,福建,三明,26130000,117360000,三明,0
241,青海,西宁,36380000,101480000,西宁,0
242,青海,海东,36502200,102104300,海东,0
243,青海,海北,36954280,100900900,海北,0
244,青海,黄南,35519530,102015300,黄南,0
245,青海,海南,36286450,100620500,海南,0
246,青海,果洛,34471660,100245000,果洛,0
247,青海,玉树,33005820,97006630,玉树,0
248,青海,海西,37377160,97369750,海西,0
249,广东,广州,23080000,113140000,广州,4
250,广东,揭阳,22320000,116210000,揭阳,0
251,广东,茂名,21400000,110530000,茂名,0
252,广东,江门,22350000,113040000,江门,0
253,广东,韶关,24480000,113370000,韶关,0
254,广东,惠州,23050000,114220000,惠州,0
255,广东,梅州,24190000,116070000,梅州,0
256,广东,汕头,23220000,116410000,汕头,0
257,广东,深圳,22330000,114070000,深圳,7
258,广东,珠海,22170000,113340000,珠海,0
259,广东,佛山,23020000,113060000,佛山,0
260,广东,肇庆,23030000,112270000,肇庆,0
261,广东,湛江,21110000,110240000,湛江,0
262,广东,中山,22310000,113220000,中山,0
263,广东,河源,23430000,114410000,河源,0
264,广东,清远,23420000,113010000,清远,0
265,广东,潮州,23400000,116380000,潮州,0
266,广东,汕尾,22470000,115210000,汕尾,0
267,广东,阳江,21500000,111580000,阳江,0
268,广东,云浮,22570000,112020000,云浮,0
269,广东,东莞,23020000,113450000,东莞,0
270,山东,济南,36400000,117000000,济南,0
271,山东,青岛,36030000,120180000,青岛,0
272,山东,淄博,36480000,118030000,淄博,0
273,山东,德州,37260000,116170000,德州,0
274,山东,烟台,37320000,121240000,烟台,0
275,山东,潍坊,36430000,119060000,潍坊,0
276,山东,枣庄,34520000,117330000,枣庄,0
277,山东,泰安,36110000,117080000,泰安,0
278,山东,济宁,35230000,116330000,济宁,0
279,山东,日照,35230000,119320000,日照,0
280,山东,临沂,35030000,118200000,临沂,0
281,山东,聊城,36260000,115570000,聊城,0
282,山东,滨州,37220000,118020000,滨州,0
283,山东,东营,37270000,118300000,东营,0
284,山东,威海,37310000,122070000,威海,0
285,山东,莱芜,36120000,117400000,莱芜,0
286,山东,菏泽,35140000,115260000,菏泽,0
287,新疆,乌鲁木齐,43450000,87360000,乌鲁,0
288,新疆,克拉玛依,45360000,84510000,克拉,0
289,新疆,吐鲁番,42540000,89110000,吐鲁,0
290,新疆,哈密,42500000,93280000,哈密,0
291,新疆,和田,37090000,79550000,和田,0
